jonct C-A folicular,joctiune corp antru folicular,N,
jonct C-A folicular A-folicular,joctiune corp antru folicular folicular la nivelul antrului,N,
jonct C-A folicular cant mica bila in stomac,joctiune corp antru folicular cantitate mica bila in stomac,N,
jonct C-A minim aspect folicular,joctiune corp antru minim aspect folicular,N,
jonct eso-gastr leziune liniara acoperita cu fibrina,joctiune eso gastric leziune liniara acoperita cu fibrina,N,
jonct scuamo-columnara polip cu baza larga de implantare ce obstr aprox 50% din circumf cardiei stomac dilat,joctiune scuamo columnara polip cu baza larga de implantare ce obstr aprox 50% din circumf cardiei stomac dilat,N,
jonct-F depoz de fibrina sub care eroz?,joctiune fund depozite de fibrina sub care eroziuni?,N,
lez erozivo-hemor A-folicular,leziuni erozivo hemoragic folicular la nivelul antrului,N,
mare partial volvulat muc corp si antru palida ,mare partial volvulat mucoasa corp si antru palida ,N,
mare destins corp fund fara modif antral folicular ,mare destins corp fund fara modificari antral folicular ,N,
minim aspect folicular antral,minim aspect folicular antral,N,
minim aspect folicular mult mucus aerat,minim aspect folicular mult mucus aerat,N,
minim folicular,minim folicular,N,
minim reflux biliar,minim reflux biliar,N,
minima staza gastr cu bila,minima staza gastrica cu bila,N,
minima staza gastr cu bila la niv fundului gastr sunt prez lez punctiforme subepit (posib prolaps gastr) ,minima staza gastrica cu bila la niv fundului gastric sunt prezinta leziuni punctiforme subepiteliala (posibil prolaps gastric) ,N,
minima staza gastr cu bila minim folicular,minima staza gastrica cu bila minim folicular,N,
minima staza gastr fara bila ,minima staza gastrica fara bila ,N,
minima staza gastr fara bila A-hemor subepit (posib gastrita medicament),minima staza gastrica fara bila antru hemoragic subepiteliala (posibil gastrita medicament),N,
minima staza gastr A-accentuat piatra de pavaj,minima staza gastrica antru accentuat piatra de pavaj,N,
minima staza gastr A-accentuat folicular pilor deformat pliuri edematiate eroziuni punctiforme,minima staza gastrica accentuat folicular la nivelul antrului pilor deformat pliuri edematiate eroziuni punctiforme,N,
minima staza gastr A-minim regional,minima staza gastrica antru minim regional,N,
moderata staza gastr cu suc gastr si bila A-folicular cateva eroz,moderata staza gastrica cu suc gastric si bila folicular la nivelul antrului cateva eroziuni,N,
moneda de 50 bani in corpul gastr,moneda de 50 bani in corpul gastric,N,
moneda la nivel gastric,moneda la nivel gastric,N,
muc acoper de mucus aderent pilor diskinetic,mucoasa acoperit de mucus aderent pilor diskinetic,N,
muc cong,mucoasa congestionat,N,
muc cong difuz f friabil la atingere,mucoasa congestionat difuz f friabil la atingere,N,
muc cong difuz A-cong tapetat de bila,mucoasa congestionat difuz congestionat la nivelul antrului tapetat de bila,N,
muc cong accentuat folicular,mucoasa congestionat accentuat folicular,N,
muc cong bila aderent de pereti,mucoasa congestionat bila aderent de pereti,N,
muc corp cu pliuri edematiata A-folicular accent,mucoasa corp cu pliuri edematiata folicular la nivelul antrului accent,N,
muc corp edematiata A-folicular,mucoasa corp edematiata folicular la nivelul antrului,N,
muc cu aspect nodular (gastrita limfocitara?),mucoasa cu aspect nodular (gastrita limfocitara?),N,
muc cu microeroz hemor A-minim folicular cant moder de bila si suc gastr in stomac,mucoasa cu microeroz hemoragic antru minim folicular cantitate moderata de bila si suc gastric in stomac,N,
muc edematiat cong si friabil lez hemor acoper cu fibrina,mucoasa edematiat congestionat si friabil leziuni hemoragic acoperit cu fibrina,N,
muc fara modif dar tapetat de mucus aerat muc prepiloric edematiat pseudopolipoid,mucoasa fara modificari dar tapetat de mucus aerat mucoasa prepiloric edematiat pseudopolipoid,N,
muc folicular (pangastrita),mucoasa folicular (pangastrita),N,
muc folicular mai accentuat la C,mucoasa folicular mai accentuat la corp,N,
muc folicular mai accentuat la jonct C-A,mucoasa folicular mai accentuat la joctiune corp antru,N,
muc foliculara cu multiple lez punctiforme cu caract hemor,mucoasa foliculara cu multiple leziuni punctiforme cu caracter hemoragic,N,
muc friabila si usor edematiata,mucoasa friabila si usor edematiata,N,
muc fundica prez cateva eroz supf,mucoasa fundica prezinta cateva eroziuni superficiale,N,
muc fundica prez cateva eroz supf precardial,mucoasa fundica prezinta cateva eroziuni superficiale precardial,N,
muc hipotrofica,mucoasa hipotrofica,N,
muc hipotrofica palida,mucoasa hipotrofica palida,N,
muc hipotrofica A-minim folicular,mucoasa hipotrofica antru minim folicular,N,
muc mai palida hipotrofica,mucoasa mai palida hipotrofica,N,
muc palida,mucoasa palida,N,
muc palida cu circulatia vizibila,mucoasa palida cu circulatia vizibila,N,
muc palida si hipotrofica staza gastr import cant mare de mucus aderent,mucoasa palida si hipotrofica staza gastrica import cantitate mare de mucus aderent,N,
muc palida foarte friabila jonct A-C ulceratii acoperita fibrina,mucoasa palida foarte friabila joctiune antru corp ulceratii acoperita fibrina,N,
muc palida friabila,mucoasa palida friabila,N,
muc palida hipotrofica,mucoasa palida hipotrofica,N,
muc palida microeroz,mucoasa palida microeroz,N,
muc palida mucus impregn cu bila,mucoasa palida mucus impregnat cu bila,N,
muc palida pliuri sterse,mucoasa palida pliuri sterse,N,
muc palida A-accentuat mozaic,mucoasa palida accentuat mozaic la nivelul antrului,N,
muc palida Cma-cateva eroz,mucoasa palida curbura mare cateva eroziuni,N,
muc palida edem prepiloric,mucoasa palida edem prepiloric,N,
muc tenta verzuie,mucoasa tenta verzuie,N,
muc usor atrofic minima staza cu bila,mucoasa usor atrofic minima staza cu bila,N,
mucoasa tapetat de mucus aerat A-cong difuza,mucoasa tapetat de mucus aerat congestionat la nivelul antrului difuza,N,
mucus aerat impregn cu bila,mucus aerat impregnat cu bila,N,
mucus aerat A-cong difuz minim folicular pilor spastic,mucus aerat congestionat la nivelul antrului difuz minim folicular pilor spastic,N,
mucus aerat jonct A-C minim aspect folicular,mucus aerat joctiune antru corp minim aspect folicular,N,
mult mucus aerat,mult mucus aerat,N,
mult mucus aerat ce tapeteaza muc,mult mucus aerat ce tapeteaza mucoasa,N,
mult mucus aerat la nivelul corpului gastr pilor mai spastic,mult mucus aerat la nivelul corpului gastric pilor mai spastic,N,
mult mucus aerat A-accentuat folicular extins spre jonct A-C,mult mucus aerat accentuat folicular la nivelul antrului extins spre joctiune antru corp,N,
multiple lez eroz hemor de profunzime mai numer F+C,multiple leziuni eroziuni hemoragic de profunzime mai numer fund si corp,N,
multiple lez punctiforme si eroz hemor staza gastr import cu sange,multiple leziuni punctiforme si eroziuni hemoragic staza gastrica import cu sange,N,
multiple lez ulcero-hemor,multiple leziuni ulcero hemoragic,N,
normal,normal,N,
nu,nu,N,
nu mai are polip,nu mai are polip,N,
nu se poate exam,nu se poate examina,N,
nu se progr,nu se progr,N,
part volvulat marea curbura cu eroziuni unele mai vechi acoperite cu fibrina pilor larg deschis diskinetic,partial volvulat marea curbura cu eroziuni unele mai vechi acoperite cu fibrina pilor larg deschis diskinetic,N,
partial volvulat,partial volvulat,N,
partial volvulat cu muc palida cu circulatie vizibila,partial volvulat cu mucoasa palida cu circulatie vizibila,N,
partial volvulat antral folicular,partial volvulat antral folicular,N,
partial volvulat C+A cong difuz,partial volvulat corp si antru congestionat difuz,N,
partial volvulat C-cong difuz friabil,partial volvulat congestionat la nivelul corpului difuz friabil,N,
partial volvulat muc cong friabil,partial volvulat mucoasa congestionat friabil,N,
pilor diskinetic,pilor diskinetic,N,
pilor larg deschis aton,pilor larg deschis aton,N,
pilor spastic dar permeabil,pilor spastic dar permeabil,N,
pliu eso-gastric hipertrofiat,pliu eso-gastric hipertrofiat,N,
pliu pseudopolipoid prepiloric,pliu pseudopolipoid prepiloric,N,
pliuri cardiale hipertrofiate C-pliuri edematiate cong A-minim folicular,pliuri cardiale hipertrofiate corp pliuri edematiate congestionat antru minim folicular,N,
pliuri cardiale mai edematiate A-folicular,pliuri cardiale mai edematiate folicular la nivelul antrului,N,
pliuri cardiale mai hipertrofiate,pliuri cardiale mai hipertrofiate,N,
pliuri corp mai edematiate tapet cu mucus aerat A-folic,pliuri corp mai edematiate tapet cu mucus aerat folicular la nivelul antrului,N,
pliuri edematiate usor nereg jonct A-C folicular (mult ameliorat fata de exam preced),pliuri edematiate usor nereg joctiune antru corp folicular (mult ameliorat fata de examina precedent),N,
pliuri gastr edematiate cu caract pseudopolipoid,pliuri gastric edematiate cu caracter pseudopolipoid,N,
pliuri gastr edematiate tortuoase cu multiple eroz pe varf A-folicular,pliuri gastric edematiate tortuoase cu multiple eroziuni pe varf folicular la nivelul antrului,N,
pliuri gastrice edematiate A-cong difuz A-polip 0.5/0.5 cm,pliuri gastrice edematiate congestionat la nivelul antrului difuz antru polip 0.5/0.5 cm,N,
pliuri gastrice hipertrofiate,pliuri gastrice hipertrofiate,N,
pliuri gastrice hipertrofiate muc corp mai palida JAC-cateva eroz,pliuri gastrice hipertrofiate mucoasa corp mai palida jonctiune antru corp cateva eroziuni,N,
pliuri gastrice tortuoase edematiate,pliuri gastrice tortuoase edematiate,N,
pliuri hipertrofiate pana la niv antral,pliuri hipertrofiate pana la niv antral,N,
pliuri hipertrofiate edematiate tortuoase ce nu raspund la insuflarea de aer pseudopolipoidal,pliuri hipertrofiate edematiate tortuoase ce nu raspund la insuflarea de aer pseudopolipoidal,N,
pliuri hipertrofiate A-accentuat folicular,pliuri hipertrofiate accentuat folicular la nivelul antrului,N,
pliuri mai hipetrofiate J+A-folicular marcat,pliuri mai hipetrofiate jonctiune si folicular la nivelul antrului marcat,N,
pliuri mari hipertrofiate antral folicular intens,pliuri mari hipertrofiate antral folicular intens,N,
pliuri muc gastr hipertrofiate A-folicular,pliuri mucoasa gastric hipertrofiate folicular la nivelul antrului,N,
pliuri sterse,pliuri sterse,N,
prepiloric eroz,prepiloric eroziuni,N,
prepiloric eroz supf,prepiloric eroziuni superficiale,N,
prolaps de muc duod in stomac,prolaps de mucoasa duod in stomac,N,
RDG,reflux duodeno gastric,N,
RDGE,reflux duodeno gastro esofagian,N,
reflux biliar,reflux biliar,N,
reflux DG ,reflux duodeno gastric ,N,
reflux duodeno-gastric,reflux duodeno-gastric,N,
reflux duodeno-gastric moder,reflux duodeno gastric moderata,N,
resturi alim,resturi alimentare,N,
staza biliara import cu cheaguri sang,staza biliara import cu cheaguri sange,N,
staza cu suc gastr si bila A-cong difuz+accentuat folicular,staza cu suc gastric si bila congestionat la nivelul antrului difuz si accentuat folicular,N,
staza gastr,staza gastric,N,
staza gastr cu alim,staza gastrica cu alimentare,N,
staza gastr cu alim ,staza gastrica cu alimentare ,N,
staza gastr cu alim (bezoar gastr) A-cong difuz,staza gastrica cu alimentare (bezoar gastric) congestionat la nivelul antrului difuz,N,
staza gastr cu alim gelificate (bezoar),staza gastrica cu alimentare gelificate (bezoar),N,
staza gastr cu alim A-minim cong f friabila la atingere pilor spastic,staza gastrica cu alimentare antru minim congestionat f friabila la atingere pilor spastic,N,
staza gastr cu alim antral cong difuz ,staza gastrica cu alimentare antral congestionat difuz ,N,
staza gastr cu alim antral cong difuz cu aspect folicular depoz mucus cu bila multiple lez petesiale,staza gastrica cu alimentare antral congestionat difuz cu aspect folicular depozite mucus cu bila multiple leziuni petesiale,N,
staza gastr cu alim stomac part volvulat muc palida A-cong difuz,staza gastrica cu alimentare stomac partial volvulat mucoasa palida congestionat la nivelul antrului difuz,N,
staza gastr cu bila,staza gastrica cu bila,N,
staza gastr cu bila aderent de muc,staza gastrica cu bila aderent de mucoasa,N,
staza gastr cu bila aderenta A-cong,staza gastrica cu bila aderenta congestionat la nivelul antrului,N,
staza gastr cu bila ce tapet muc gastr,staza gastrica cu bila ce tapet mucoasa gastric,N,
staza gastr cu bila anast permeabila curata in jurul anast cateva eroz punctiforme,staza gastrica cu bila anast permeabila curata in jurul anast cateva eroziuni punctiforme,N,
staza gastr cu bila muc cong,staza gastrica cu bila mucoasa congestionat,N,
staza gastr cu bila muc galben verzuie A-minim aspect folicular,staza gastrica cu bila mucoasa galben verzuie antru minim aspect folicular,N,
staza gastr cu bila A-accentuat folicular,staza gastrica cu bila accentuat folicular la nivelul antrului,N,
staza gastr cu bila A-folicular,staza gastrica cu bila folicular la nivelul antrului,N,
staza gastr cu bila A-folicular ,staza gastrica cu bila folicular la nivelul antrului ,N,
staza gastr cu bila A-folicular accentuat,staza gastrica cu bila folicular la nivelul antrului accentuat,N,
staza gastr cu bila A-folicular si depozite de mucus impregn cu bila,staza gastrica cu bila folicular la nivelul antrului si depozite de mucus impregnat cu bila,N,
staza gastr cu bila A-hemor (hemor subepit si cateva eroz) prepiloric 2 ulcere,staza gastrica cu bila antru hemoragic (hemoragic subepiteliala si cateva eroziuni) prepiloric 2 ulcere,N,
staza gastr cu bila A-min folicular,staza gastrica cu bila antru minim folicular,N,
staza gastr cu bila A-minim folicular,staza gastrica cu bila antru minim folicular,N,
staza gastr cu bila A-minima cong,staza gastrica cu bila antru minima congestionat,N,
staza gastr cu bila C-2-3 lez punctiforme A-minim folicular,staza gastrica cu bila corp 2 3 leziuni punctiforme antru minim folicular,N,
staza gastr cu bila C+A-eroz punctiforme cu minim centru hemor,staza gastrica cu bila corp si antru eroziuni punctiforme cu minim centru hemoragic,N,
staza gastr cu bila eroz punctiforme prepiloric,staza gastrica cu bila eroziuni punctiforme prepiloric,N,
staza gastr cu bila F-multiple eroz punctiforme pe muc cong (pangastrita),staza gastrica cu bila fund multiple eroziuni punctiforme pe mucoasa congestionat (pangastrita),N,
staza gastr cu bila jonct A-C aspect folicular,staza gastrica cu bila joctiune antru corp aspect folicular,N,
staza gastr cu bila muc discret cong,staza gastrica cu bila mucoasa discret congestionat,N,
staza gastr cu bila muc edematiata A-folicular,staza gastrica cu bila mucoasa edematiata folicular la nivelul antrului,N,
staza gastr cu bila muc tapetat cu mucus impregn cu bila,staza gastrica cu bila mucoasa tapetat cu mucus impregnat cu bila,N,
staza gastr cu bila mucus impregn cu bila aderent de mucoasa,staza gastrica cu bila mucus impregnat cu bila aderent de mucoasa,N,
staza gastr cu bila pilor diskinetic,staza gastrica cu bila pilor diskinetic,N,
staza gastr cu bila post+A-eroz punctiforme hemor,staza gastrica cu bila posterioara si antru eroziuni punctiforme hemoragic,N,
staza gastr cu bila stomac spastic,staza gastrica cu bila stomac spastic,N,
staza gastr cu bila unghi gastr-eroz punctiforme cu caract hemor cu o eroz areolara,staza gastrica cu bila unghi gastric eroziuni punctiforme cu caracter hemoragic cu o eroziuni areolara,N,
staza gastr cu cant mare de suc gastr si sange (cant mica) muc atrofica cu eroz hemor,staza gastrica cu cantitate mare de suc gastric si sange (cantitate mica) mucoasa atrofica cu eroziuni hemoragic,N,
staza gastr cu cant moder de suc gastr si bila A-cong difuz tapetat de mucus aerat,staza gastrica cu cantitate moderata de suc gastric si bila congestionat la nivelul antrului difuz tapetat de mucus aerat,N,
staza gastr cu cont alim A-cong difuz folicular,staza gastrica cu cont alimentare congestionat la nivelul antrului difuz folicular,N,
staza gastr cu depoz de bila A-usor atrofic,staza gastrica cu depozite de bila antru usor atrofic,N,
staza gastr cu f multa bila,staza gastrica cu f multa bila,N,
staza gastr cu moderat continut de suc gastr si bila A-accentuat folicular fara cong,staza gastrica cu moderat continut de suc gastric si bila accentuat folicular la nivelul antrului fara congestionat,N,
staza gastr cu moderat suc gastr ,staza gastrica cu moderat suc gastric ,N,
staza gastr cu moderat suc gastr A-cong difuz,staza gastrica cu moderat suc gastric congestionat la nivelul antrului difuz,N,
staza gastr cu muc mai edematiata A-cong difuz pliuri prepiloric edematiate,staza gastrica cu mucoasa mai edematiata congestionat la nivelul antrului difuz pliuri prepiloric edematiate,N,
staza gastr cu mult mucus aerat si bila,staza gastrica cu mult mucus aerat si bila,N,
staza gastr cu mult mucus si bila muc discret cong,staza gastrica cu mult mucus si bila mucoasa discret congestionat,N,
staza gastr cu mult mucus A-cong difuz microfolicular,staza gastrica cu mult mucus congestionat la nivelul antrului difuz microfolicular,N,
staza gastr cu mult sange digerat A-cateva microeroz cant mare de sange din stomac este posibil din alta sursa (epistaxis),staza gastrica cu mult sange digerat antru cateva microeroz cantitate mare de sange din stomac este posibil din alta sursa (epistaxis),N,
staza gastr cu mult suc gastr,staza gastrica cu mult suc gastric,N,
staza gastr cu mult suc gastr si alim A-cong difuz,staza gastrica cu mult suc gastric si alimentare congestionat la nivelul antrului difuz,N,
staza gastr cu mult suc gastr si alim A-cong difuz tapetat de mucus impregn cu bila,staza gastrica cu mult suc gastric si alimentare congestionat la nivelul antrului difuz tapetat de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si alim A-cong difuz folicular,staza gastrica cu mult suc gastric si alimentare congestionat la nivelul antrului difuz folicular,N,
staza gastr cu mult suc gastr si bila,staza gastrica cu mult suc gastric si bila,N,
staza gastr cu mult suc gastr si bila cu resturi alim C+A-folicular Cma+A-multiple eroz ,staza gastrica cu mult suc gastric si bila cu resturi alimentare corp si folicular la nivelul antrului curbura mare si antru multiple eroziuni ,N,
staza gastr cu mult suc gastr si bila A si JAC-accentuat folicular,staza gastrica cu mult suc gastric si bila antru si jonctiune antru corp accentuat folicular,N,
staza gastr cu mult suc gastr si bila A-accentuat mozaic,staza gastrica cu mult suc gastric si bila accentuat mozaic la nivelul antrului,N,
staza gastr cu mult suc gastr si bila A-accentut mozaic si parcelar folicular,staza gastrica cu mult suc gastric si bila antru accentut mozaic si parcelar folicular,N,
staza gastr cu mult suc gastr si bila A-cong,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului,N,
staza gastr cu mult suc gastr si bila A-cong difuz,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz,N,
staza gastr cu mult suc gastr si bila A-cong difuz cu depoz de mucus impregn cu bila,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz cu depozite de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila A-cong difuz impregn cu bila,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz impregnat cu bila,N,
staza gastr cu mult suc gastr si bila A-cong difuz tapetat cu mucus aera impregn cu bila,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz tapetat cu mucus aera impregnat cu bila,N,
staza gastr cu mult suc gastr si bila A-cong difuz tapetat cu mucus impregn cu bila,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz tapetat cu mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila A-cong difuz tapetat de mucus ,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz tapetat de mucus ,N,
staza gastr cu mult suc gastr si bila A-cong difuz tapetat de mucus impregn cu bila,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz tapetat de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila A-cong difuz accentuat folicular,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz accentuat folicular,N,
staza gastr cu mult suc gastr si bila A-cong difuz cu aspect de mozaic,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz cu aspect de mozaic,N,
staza gastr cu mult suc gastr si bila A-cong difuz cu mucus impregn cu bila,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz cu mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila A-cong difuz folicular,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz folicular,N,
staza gastr cu mult suc gastr si bila A-cong difuz folicular ,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz folicular ,N,
staza gastr cu mult suc gastr si bila A-cong difuz folicular si cateva eroz,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz folicular si cateva eroziuni,N,
staza gastr cu mult suc gastr si bila A-cong difuz folicular cateva eroz,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz folicular cateva eroziuni,N,
staza gastr cu mult suc gastr si bila A-cong difuz multiple eroz Cma-multiple eroz,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz multiple eroziuni curbura mare multiple eroziuni,N,
staza gastr cu mult suc gastr si bila A-cong difuz tapetat de mucus impregn cu bila,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz tapetat de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila A-cong difuz tapetat de mucus impregn cu bila,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz tapetat de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila A-cong difuz tapetat de mucus impregn cu bila folicular,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz tapetat de mucus impregnat cu bila folicular,N,
staza gastr cu mult suc gastr si bila A-cong difuz accent folicular,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz accent folicular,N,
staza gastr cu mult suc gastr si bila A-cong difuz pilor larg deschis diskinetic,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz pilor larg deschis diskinetic,N,
staza gastr cu mult suc gastr si bila A-cong difuz pilor spastic,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuz pilor spastic,N,
staza gastr cu mult suc gastr si bila A-cong difuza folicular si 6 formatiuni ombilicate cu mucoasa de acoperire de acelasi aspect cu cel al mucoasei din jur baza usor cong,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului difuza folicular si 6 formatiuni ombilicate cu mucoasa de acoperire de acelasi aspect cu cel al mucoasei din jur baza usor congestionat,N,
staza gastr cu mult suc gastr si bila A-cong intens microfolicular depozite de mucus impregn cu bila,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului intens microfolicular depozite de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila A-cong intens zone de mucus impregn cu bila,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului intens zone de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila A-cong si folicular,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului si folicular,N,
staza gastr cu mult suc gastr si bila A-cong folicular,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului folicular,N,
staza gastr cu mult suc gastr si bila A-cong folicular intens,staza gastrica cu mult suc gastric si bila congestionat la nivelul antrului folicular intens,N,
staza gastr cu mult suc gastr si bila A-folicular,staza gastrica cu mult suc gastric si bila folicular la nivelul antrului,N,
staza gastr cu mult suc gastr si bila A-folicular si depozite de mucus impregn cu bila,staza gastrica cu mult suc gastric si bila folicular la nivelul antrului si depozite de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila A-folicular si multe petesii,staza gastrica cu mult suc gastric si bila folicular la nivelul antrului si multe petesii,N,
staza gastr cu mult suc gastr si bila A-folicular si zone de mucus impregnat cu bila,staza gastrica cu mult suc gastric si bila folicular la nivelul antrului si zone de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila A-folicular depozite de mucus impregn cu bila,staza gastrica cu mult suc gastric si bila folicular la nivelul antrului depozite de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila A-folicular mucus impregn cu bila,staza gastrica cu mult suc gastric si bila folicular la nivelul antrului mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila A-folicular prepiloric ulcer mic 0.5/0.5 cm acoperit de fibrina,staza gastrica cu mult suc gastric si bila folicular la nivelul antrului prepiloric ulcer mic 0.5/0.5 cm acoperit de fibrina,N,
staza gastr cu mult suc gastr si bila A-intens cong RDG import,staza gastrica cu mult suc gastric si bila antru intens congestionat reflux duodeno gastric import,N,
staza gastr cu mult suc gastr si bila A-minim folicular,staza gastrica cu mult suc gastric si bila antru minim folicular,N,
staza gastr cu mult suc gastr si bila A-mozaic,staza gastrica cu mult suc gastric si bila antru mozaic,N,
staza gastr cu mult suc gastr si bila A-mozaic si leziuni petesiale,staza gastrica cu mult suc gastric si bila antru mozaic si leziuni petesiale,N,
staza gastr cu mult suc gastr si bila A-palid,staza gastrica cu mult suc gastric si bila antru palid,N,
staza gastr cu mult suc gastr si bila A-palida pilor larg deschis,staza gastrica cu mult suc gastric si bila antru palida pilor larg deschis,N,
staza gastr cu mult suc gastr si bila A+C-cong difuz accentuat folic,staza gastrica cu mult suc gastric si bila antru si congestionat la nivelul corpului difuz accentuat folicular,N,
staza gastr cu mult suc gastr si bila A+C-cong difuz tapetat de mucus impregn cu bila,staza gastrica cu mult suc gastric si bila antru si congestionat la nivelul corpului difuz tapetat de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila A+Cmi multiple erzo si depozite de mucus impregn cu bila pilor larg deschis diskinetic,staza gastrica cu mult suc gastric si bila antru si curbura mica multiple eroziuni si depozite de mucus impregnat cu bila pilor larg deschis diskinetic,N,
staza gastr cu mult suc gastr si bila A+JAC-folicular accentuat,staza gastrica cu mult suc gastric si bila antru si folicular la nivelul jonctiunii antru corp accentuat,N,
staza gastr cu mult suc gastr si bila antral folicular congestie intensa mucus impregn cu bila,staza gastrica cu mult suc gastric si bila antral folicular congestie intensa mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila C-cong difuz A-aspect de mozaic si depozite de mucus impregn cu bila,staza gastrica cu mult suc gastric si bila congestionat la nivelul corpului difuz antru aspect de mozaic si depozite de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila C-multiple eroz A-accentuat folicular,staza gastrica cu mult suc gastric si bila corp multiple eroziuni accentuat folicular la nivelul antrului,N,
staza gastr cu mult suc gastr si bila C-pliuri mai edematiate A-cong difuz,staza gastrica cu mult suc gastric si bila corp pliuri mai edematiate congestionat la nivelul antrului difuz,N,
staza gastr cu mult suc gastr si bila C+A-cong difuz tapetat de mucus impregn cu bila,staza gastrica cu mult suc gastric si bila corp si congestionat la nivelul antrului difuz tapetat de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila C+A-cong difuz cu zone de mucus impregn cu bila,staza gastrica cu mult suc gastric si bila corp si congestionat la nivelul antrului difuz cu zone de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila C+A-cong difuz tapetat de mucus impregn cu bila pilor larg deschis diskinetic,staza gastrica cu mult suc gastric si bila corp si congestionat la nivelul antrului difuz tapetat de mucus impregnat cu bila pilor larg deschis diskinetic,N,
staza gastr cu mult suc gastr si bila C+A-cong difuz A-minim folicular pilor spastic,staza gastrica cu mult suc gastric si bila corp si congestionat la nivelul antrului difuz antru minim folicular pilor spastic,N,
staza gastr cu mult suc gastr si bila C+A-cong difuza muc tapet de mucus impregn cu bila,staza gastrica cu mult suc gastric si bila corp si congestionat la nivelul antrului difuza mucoasa tapet de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila C+A-cong difuza si zone de mucus impregnat cu bila,staza gastrica cu mult suc gastric si bila corp si congestionat la nivelul antrului difuza si zone de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila C+A-cong intens tapetat de mucus impregn cu bila,staza gastrica cu mult suc gastric si bila corp si congestionat la nivelul antrului intens tapetat de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila C+A-folicular,staza gastrica cu mult suc gastric si bila corp si folicular la nivelul antrului,N,
staza gastr cu mult suc gastr si bila C+A-multiple depozite de mucus impregn cu bila,staza gastrica cu mult suc gastric si bila corp si antru multiple depozite de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila Cma si A multiple eroz (peste 100) si zone de mucus impregn cu bila,staza gastrica cu mult suc gastric si bila curbura mare si antru multiple eroziuni (peste 100) si zone de mucus impregnat cu bila,N,
staza gastr cu mult suc gastr si bila cong difuza cu eroz A-intens cong,staza gastrica cu mult suc gastric si bila congestionat difuza cu eroziuni antru intens congestionat,N,
staza gastr cu mult suc gastr si bila muc cong difuz tapetat de mucus impregn cu bila prepiloric prez cateva 2-3 eroz,staza gastrica cu mult suc gastric si bila mucoasa congestionat difuz tapetat de mucus impregnat cu bila prepiloric prezinta cateva 2 3 eroziuni,N,
